time[s],wave[m],surge[m],sway[m],heave[m],roll[deg],pitch[deg],yaw[deg]
480.409,-1.205397,-1.365705,-1.19621,-1.129094,-0.200377,2.444679,0.495529
480.488,-1.093401,-1.367951,-1.211737,-1.054789,-0.19335,2.454244,0.469603
480.568,-0.979124,-1.369144,-1.226504,-0.978709,-0.186081,2.46199,0.442977
480.647,-0.865511,-1.369254,-1.240128,-0.902817,-0.178757,2.467717,0.416338
480.726,-0.751226,-1.368301,-1.252791,-0.826224,-0.171295,2.471531,0.389377
480.805,-0.636359,-1.366288,-1.264483,-0.748991,-0.163701,2.473428,0.362113
480.884,-0.520999,-1.363215,-1.275193,-0.671177,-0.155979,2.473407,0.334569
480.979,-0.381747,-1.35812,-1.286763,-0.576919,-0.146533,2.470842,0.301104
481.058,-0.265615,-1.352723,-1.295286,-0.498039,-0.138553,2.466598,0.273017
481.137,-0.149278,-1.346277,-1.302804,-0.418772,-0.130466,2.460441,0.244718
481.216,-0.032825,-1.338786,-1.309312,-0.339181,-0.122277,2.452377,0.216229
481.295,0.083654,-1.330258,-1.314804,-0.259327,-0.113993,2.44241,0.187573
481.374,0.200068,-1.320698,-1.319277,-0.179271,-0.105621,2.430549,0.158771
481.454,0.317797,-1.309973,-1.322764,-0.098061,-0.09706,2.416617,0.129479
481.533,0.433807,-1.29836,-1.325175,-0.01779,-0.088529,2.400974,0.100452
481.612,0.54948,-1.285739,-1.326558,0.062496,-0.079931,2.383468,0.071347
481.691,0.664727,-1.272122,-1.326912,0.142733,-0.07127,2.364114,0.042187
481.77,0.779459,-1.257518,-1.326237,0.222859,-0.062554,2.342926,0.012995
481.849,0.893586,-1.241939,-1.324534,0.302813,-0.053789,2.319922,-0.016208
481.928,1.00702,-1.225397,-1.321804,0.382532,-0.044983,2.295118,-0.045399
482.007,1.119674,-1.207905,-1.318048,0.461954,-0.036141,2.268535,-0.074554
482.087,1.232868,-1.189236,-1.313204,0.542016,-0.02716,2.239822,-0.104019
482.166,1.343685,-1.169873,-1.307395,0.620654,-0.018269,2.20972,-0.133035
482.245,1.45346,-1.149602,-1.300572,0.698812,-0.009364,2.177904,-0.161947
482.324,1.562108,-1.12844,-1.29274,0.776427,-0.000452,2.1444,-0.190734
482.403,1.669545,-1.106403,-1.283906,0.85344,0.00846,2.109232,-0.219373
482.482,1.775686,-1.083508,-1.274076,0.929791,0.017366,2.072428,-0.247842
482.561,1.880451,-1.059772,-1.263258,1.005421,0.026259,2.034018,-0.276119
482.64,1.983757,-1.035215,-1.251461,1.080272,0.035131,1.99403,-0.304182
482.72,2.086803,-1.009528,-1.238525,1.155216,0.044087,1.95196,-0.332359
482.799,2.186933,-0.983375,-1.224784,1.228322,0.052897,1.908892,-0.359925
482.878,2.285367,-0.956459,-1.210094,1.300475,0.061666,1.864344,-0.387212
482.957,2.382028,-0.928802,-1.194465,1.37162,0.070388,1.81835,-0.414198
483.036,2.476842,-0.900424,-1.177909,1.441701,0.079055,1.770946,-0.440863
483.115,2.569735,-0.871348,-1.16044,1.510664,0.08766,1.722169,-0.467186
483.194,2.660635,-0.841596,-1.142071,1.578455,0.096198,1.672056,-0.493147
483.273,2.749472,-0.811191,-1.122817,1.645022,0.10466,1.620646,-0.518726
483.353,2.83726,-0.779761,-1.102431,1.711132,0.113148,1.567305,-0.544218
483.432,2.921737,-0.748114,-1.08144,1.77508,0.121441,1.513407,-0.568967
483.511,3.003948,-0.715888,-1.05961,1.837651,0.129639,1.458336,-0.593275
483.59,3.083829,-0.683106,-1.036959,1.898797,0.137737,1.402133,-0.617123
483.669,3.161319,-0.649795,-1.013503,1.958471,0.145729,1.344843,-0.640492
483.748,3.236357,-0.61598,-0.989261,2.016626,0.153607,1.286511,-0.663364
483.827,3.308885,-0.581687,-0.964252,2.073217,0.161366,1.22718,-0.685722
483.906,3.378847,-0.546943,-0.938495,2.1282,0.169,1.166898,-0.707548
483.986,3.447024,-0.511327,-0.911671,2.182197,0.176598,1.104931,-0.729091
484.065,3.511659,-0.475757,-0.88447,2.233816,0.183962,1.042876,-0.749796
484.144,3.573571,-0.439818,-0.856583,2.283703,0.191184,0.980012,-0.769919
484.223,3.632711,-0.403538,-0.828032,2.331819,0.198257,0.916388,-0.789446
484.302,3.689034,-0.366945,-0.798839,2.378126,0.205177,0.852054,-0.80836
484.381,3.742496,-0.330067,-0.769027,2.422589,0.211937,0.787058,-0.826647
484.46,3.793056,-0.292933,-0.738618,2.465173,0.218534,0.721452,-0.844293
484.539,3.840674,-0.255573,-0.707636,2.505846,0.22496,0.655287,-0.861284
484.619,3.885859,-0.217537,-0.675703,2.545053,0.23129,0.587767,-0.87781
484.698,3.927447,-0.179807,-0.643641,2.581783,0.237361,0.520631,-0.893444
484.777,3.96599,-0.141938,-0.611081,2.616512,0.243248,0.453092,-0.908385
484.856,4.001456,-0.103958,-0.578046,2.649211,0.248946,0.385202,-0.922622
484.935,4.03382,-0.065898,-0.544564,2.679856,0.25445,0.317012,-0.936143
485.03,4.068593,-0.020065,-0.503743,2.713953,0.260809,0.234692,-0.951441
485.109,4.094036,0.018069,-0.469365,2.739991,0.265873,0.166031,-0.96335
485.188,4.116304,0.056188,-0.434622,2.763904,0.270732,0.097242,-0.974512
485.267,4.13538,0.094264,-0.399543,2.785674,0.275381,0.028378,-0.984918
485.346,4.151249,0.132267,-0.364154,2.805283,0.279816,-0.040509,-0.994561
485.425,4.163899,0.170167,-0.328483,2.822717,0.284034,-0.109364,-1.003432
485.505,4.173418,0.208413,-0.2921,2.838141,0.288081,-0.179004,-1.011622
485.584,4.179561,0.246017,-0.255945,2.851156,0.291852,-0.247634,-1.018921
485.663,4.182463,0.283431,-0.21959,2.861961,0.295398,-0.316072,-1.025429
485.742,4.182121,0.320626,-0.183066,2.870546,0.298714,-0.384265,-1.031142
485.821,4.178535,0.357571,-0.146399,2.876906,0.301798,-0.45216,-1.036056
485.9,4.171709,0.394239,-0.109619,2.881034,0.304649,-0.519705,-1.040166
485.979,4.161648,0.430602,-0.072754,2.882927,0.307263,-0.586846,-1.043469
486.058,4.14836,0.46663,-0.035833,2.882585,0.309639,-0.653532,-1.045963
486.138,4.131625,0.502746,0.001584,2.879961,0.3118,-0.720546,-1.047662
486.217,4.111874,0.538018,0.038532,2.875121,0.313691,-0.78616,-1.048522
486.296,4.088935,0.572873,0.075451,2.868052,0.315339,-0.851164,-1.048569
486.375,4.062825,0.607283,0.11231,2.858759,0.316742,-0.915508,-1.047803
486.454,4.033563,0.641223,0.149083,2.847249,0.317899,-0.979142,-1.046224
486.533,4.001174,0.674665,0.18574,2.83353,0.31881,-1.042016,-1.043834
486.612,3.965682,0.707584,0.222253,2.817614,0.319474,-1.104083,-1.040634
486.691,3.927114,0.739955,0.258594,2.799513,0.31989,-1.165293,-1.036627
486.771,3.884955,0.77215,0.29519,2.778971,0.320058,-1.226357,-1.031751
486.85,3.84029,0.80334,0.331098,2.756516,0.319975,-1.285701,-1.02613
486.929,3.792648,0.833907,0.36675,2.731924,0.319643,-1.344048,-1.019713
487.008,3.742064,0.863828,0.402117,2.705213,0.319063,-1.401352,-1.012505
487.087,3.688578,0.893078,0.437173,2.676404,0.318236,-1.45757,-1.004513
487.166,3.632231,0.921636,0.471889,2.645519,0.317162,-1.512657,-0.995741
487.245,3.573067,0.94948,0.50624,2.612583,0.315843,-1.566571,-0.986197
487.324,3.511133,0.976586,0.540198,2.577621,0.314278,-1.61927,-0.975888
487.404,3.44564,1.003265,0.574158,2.540179,0.312445,-1.671357,-0.964678
487.483,3.378276,1.028826,0.607246,2.501223,0.310391,-1.721488,-0.952854
487.562,3.308293,1.05359,0.639864,2.460326,0.308097,-1.770284,-0.940292
487.641,3.235743,1.077537,0.671985,2.417522,0.305563,-1.817707,-0.927001
487.72,3.160685,1.100648,0.703584,2.372843,0.302793,-1.863721,-0.91299
487.799,3.083175,1.122906,0.734639,2.326324,0.299788,-1.908289,-0.898272
487.878,3.003274,1.144292,0.765123,2.278001,0.29655,-1.951377,-0.882857
487.957,2.921044,1.164792,0.795014,2.227911,0.293082,-1.992952,-0.866757
488.037,2.835465,1.18463,0.824655,2.175426,0.289339,-2.033478,-0.849769
488.116,2.748742,1.203296,0.853282,2.1219,0.285417,-2.071911,-0.832329
488.195,2.659888,1.221028,0.881248,2.066728,0.281273,-2.108737,-0.814244
488.274,2.568971,1.237814,0.90853,2.009953,0.276911,-2.143927,-0.795528
488.353,2.476061,1.25364,0.935107,1.95162,0.272335,-2.177455,-0.776195
488.432,2.381232,1.268493,0.960959,1.891772,0.267547,-2.209294,-0.75626
488.511,2.284556,1.282363,0.986066,1.830458,0.262552,-2.23942,-0.735738
488.59,2.186108,1.295238,1.010408,1.767724,0.257353,-2.267809,-0.714646
488.67,2.084686,1.307253,1.03426,1.7028,0.251885,-2.294765,-0.692722
488.749,1.982905,1.318097,1.057007,1.637358,0.246289,-2.319593,-0.670531
488.828,1.879586,1.327919,1.078933,1.570646,0.240502,-2.342622,-0.647821
488.907,1.77481,1.336711,1.100023,1.502715,0.234528,-2.363835,-0.624608
488.986,1.668657,1.344466,1.12026,1.43362,0.228372,-2.383214,-0.60091
489.081,1.539298,1.352411,1.143444,1.349063,0.220736,-2.40407,-0.571798
489.16,1.430406,1.357864,1.161747,1.277591,0.214197,-2.419361,-0.547099
489.239,1.320404,1.362263,1.17915,1.205128,0.207491,-2.432775,-0.521976
489.318,1.209378,1.365605,1.195638,1.13173,0.200625,-2.444303,-0.496447
489.397,1.097414,1.367889,1.211199,1.057455,0.193603,-2.453935,-0.470534
489.476,0.984599,1.369112,1.225821,0.98236,0.186431,-2.461664,-0.444256
489.556,0.869578,1.369268,1.239659,0.905538,0.179021,-2.467546,-0.417295
489.635,0.755316,1.368354,1.252356,0.828969,0.171564,-2.471428,-0.390344
489.714,0.640468,1.366378,1.264082,0.751758,0.163974,-2.473394,-0.363091
489.793,0.525124,1.363343,1.274828,0.673963,0.156257,-2.473441,-0.335557
489.872,0.409372,1.359251,1.284585,0.595646,0.148418,-2.47157,-0.307762
489.951,0.293303,1.354104,1.293346,0.516867,0.140464,-2.467783,-0.279728
490.03,0.177006,1.347907,1.301104,0.437687,0.132402,-2.462081,-0.251478
490.109,0.060572,1.340665,1.307853,0.358168,0.124236,-2.454471,-0.223032
490.189,-0.057383,1.332272,1.313654,0.277359,0.11587,-2.444824,-0.19405
490.268,-0.17382,1.322944,1.318357,0.197344,0.107517,-2.43339,-0.165279
490.347,-0.290121,1.31259,1.322038,0.117175,0.099081,-2.420068,-0.13638
490.426,-0.406198,1.301218,1.324693,0.036916,0.090568,-2.40487,-0.107375
490.505,-0.521959,1.288837,1.326322,-0.043372,0.081985,-2.387807,-0.078287
490.584,-0.637316,1.275456,1.326921,-0.123626,0.073338,-2.368892,-0.049138
490.663,-0.752179,1.261086,1.326491,-0.203785,0.064635,-2.348139,-0.019951
490.742,-0.866458,1.245738,1.325033,-0.283785,0.055881,-2.325566,0.009252
490.822,-0.981499,1.229212,1.322509,-0.364574,0.046972,-2.300869,0.038817
490.901,-1.094336,1.211933,1.318985,-0.444068,0.038138,-2.274686,0.067982
490.98,-1.206324,1.193713,1.314437,-0.523218,0.029275,-2.246738,0.097094
491.059,-1.317377,1.174569,1.308871,-0.601962,0.020389,-2.217047,0.126131
491.138,-1.427408,1.154513,1.302289,-0.68024,0.011486,-2.185638,0.15507
491.217,-1.536332,1.133561,1.294697,-0.757989,0.002576,-2.152533,0.183889
491.296,-1.644065,1.111731,1.286101,-0.835151,-0.006337,-2.117759,0.212566
491.375,-1.750523,1.089039,1.276508,-0.911666,-0.015245,-2.081343,0.241077
491.455,-1.856944,1.065198,1.265784,-0.988428,-0.024254,-2.042821,0.269759
491.534,-1.960587,1.040825,1.254207,-1.063459,-0.033131,-2.003186,0.297872
491.613,-2.062709,1.015644,1.241657,-1.137666,-0.041983,-1.961997,0.325753
491.692,-2.163231,0.989675,1.228144,-1.210991,-0.050802,-1.919287,0.353383
491.771,-2.262075,0.962939,1.213679,-1.283376,-0.059582,-1.875089,0.380738
491.85,-2.359166,0.935457,1.198272,-1.354766,-0.068315,-1.829436,0.407798
491.929,-2.454426,0.907248,1.181936,-1.425105,-0.076995,-1.782365,0.434541
492.008,-2.547784,0.878336,1.164684,-1.494339,-0.085616,-1.733911,0.460948
492.088,-2.640309,0.848365,1.146293,-1.563269,-0.094278,-1.683474,0.487324
492.167,-2.729617,0.818105,1.127237,-1.630117,-0.102758,-1.632353,0.512991
492.246,-2.816809,0.787211,1.107306,-1.6957,-0.111159,-1.579967,0.538259
492.325,-2.901816,0.755707,1.086517,-1.759969,-0.119473,-1.526355,0.563111
492.404,-2.984572,0.723616,1.064886,-1.822873,-0.127695,-1.471559,0.587525
492.483,-3.065014,0.690965,1.042428,-1.884363,-0.135818,-1.415622,0.611484
492.562,-3.143079,0.657777,1.019162,-1.944392,-0.143835,-1.358588,0.634969
492.641,-3.218706,0.62408,0.995106,-2.002912,-0.151741,-1.300499,0.657961
492.721,-3.292747,0.589462,0.969959,-2.060591,-0.159627,-1.240648,0.680725
492.8,-3.363293,0.554818,0.944369,-2.11594,-0.16729,-1.180576,0.702672
492.879,-3.43123,0.519743,0.918047,-2.169649,-0.174823,-1.119589,0.724075
492.958,-3.496507,0.484265,0.891013,-2.221675,-0.18222,-1.057734,0.744916
493.037,-3.559072,0.448411,0.863288,-2.271978,-0.189477,-0.995058,0.765179
493.132,-3.630648,0.404838,0.829063,-2.330132,-0.198007,-0.918671,0.788759
493.211,-3.687073,0.368256,0.799892,-2.376505,-0.204932,-0.854361,0.807695
493.29,-3.740638,0.331388,0.770101,-2.421034,-0.211699,-0.789389,0.826005
493.369,-3.791302,0.294263,0.739713,-2.463686,-0.218301,-0.723804,0.843674
493.448,-3.839025,0.25691,0.708751,-2.504428,-0.224734,-0.657658,0.860689
493.527,-3.883772,0.219357,0.67724,-2.543227,-0.230992,-0.591002,0.877037
493.607,-3.926015,0.181156,0.644794,-2.580507,-0.237148,-0.523035,0.892898
493.686,-3.964667,0.143292,0.612251,-2.615307,-0.243041,-0.455509,0.907864
493.765,-4.000244,0.105316,0.579233,-2.648079,-0.248746,-0.38763,0.922126
493.844,-4.032718,0.067258,0.545766,-2.678798,-0.254257,-0.319451,0.935673
493.923,-4.062065,0.029148,0.511876,-2.707439,-0.259572,-0.251024,0.948495
494.002,-4.088262,-0.008985,0.477588,-2.73398,-0.264685,-0.182402,0.96058
494.081,-4.111288,-0.04711,0.44293,-2.758401,-0.269593,-0.113638,0.971921
494.16,-4.131126,-0.085199,0.407929,-2.780683,-0.274292,-0.044787,0.982508
494.24,-4.147951,-0.123703,0.372162,-2.801049,-0.278834,0.024971,0.992453
494.319,-4.161327,-0.161629,0.336552,-2.818975,-0.283101,0.093838,1.001499
494.398,-4.171477,-0.199429,0.300681,-2.834715,-0.287149,0.162632,1.009768
494.477,-4.178391,-0.237075,0.264577,-2.848256,-0.290974,0.2313,1.017254
494.556,-4.182066,-0.274537,0.228267,-2.859588,-0.294574,0.299789,1.023951
494.635,-4.182496,-0.311787,0.191781,-2.868703,-0.297945,0.368045,1.029854
494.714,-4.179684,-0.348794,0.155146,-2.875593,-0.301085,0.436016,1.034958
494.793,-4.173629,-0.385531,0.11839,-2.880253,-0.303991,0.503649,1.03926
494.873,-4.1642,-0.422428,0.081076,-2.882695,-0.306694,0.571739,1.042794
494.952,-4.151639,-0.458534,0.044165,-2.882858,-0.309124,0.638533,1.045471
495.031,-4.135858,-0.494285,0.007219,-2.880784,-0.311314,0.704831,1.047337
495.11,-4.116869,-0.529652,-0.029732,-2.876477,-0.313263,0.770582,1.048391
495.189,-4.094688,-0.564609,-0.06666,-2.869938,-0.314968,0.835736,1.048632
495.268,-4.069331,-0.599128,-0.103536,-2.861174,-0.31643,0.900242,1.048059
495.347,-4.040819,-0.633182,-0.140332,-2.850191,-0.317646,0.96405,1.046674
495.426,-4.009173,-0.666745,-0.17702,-2.836998,-0.318616,1.02711,1.044477
495.506,-3.973957,-0.700206,-0.214031,-2.821396,-0.319346,1.090156,1.041426
495.585,-3.936081,-0.732702,-0.250413,-2.803786,-0.319818,1.151564,1.037601
495.664,-3.895152,-0.76463,-0.286601,-2.784003,-0.320041,1.212078,1.032972
495.743,-3.851202,-0.795965,-0.322566,-2.76206,-0.320017,1.271653,1.027541
495.822,-3.804265,-0.826683,-0.358282,-2.737975,-0.319744,1.330241,1.021314
495.901,-3.754379,-0.85676,-0.393719,-2.711767,-0.319224,1.387798,1.014294
495.98,-3.70158,-0.886172,-0.428852,-2.683456,-0.318456,1.444278,1.006488
496.059,-3.645911,-0.914897,-0.463651,-2.653064,-0.317441,1.499639,0.997901
496.139,-3.586656,-0.943263,-0.498525,-2.62019,-0.316162,1.554515,0.988417
496.218,-3.525343,-0.970537,-0.532573,-2.585683,-0.314652,1.607492,0.97828
496.297,-3.461295,-0.99706,-0.566209,-2.54917,-0.312899,1.659222,0.967384
496.376,-3.394564,-1.022809,-0.599406,-2.51068,-0.310902,1.709665,0.955738
496.455,-3.325199,-1.047764,-0.632137,-2.470243,-0.308665,1.758783,0.943351
496.534,-3.253256,-1.071907,-0.664379,-2.427891,-0.306188,1.806537,0.930233
496.613,-3.17879,-1.095219,-0.696105,-2.383655,-0.303474,1.852889,0.916392
496.692,-3.101859,-1.117682,-0.727292,-2.337571,-0.300525,1.897805,0.901842
496.772,-3.021502,-1.139545,-0.758298,-2.289057,-0.2973,1.941789,0.886394
496.851,-2.939792,-1.160246,-0.788325,-2.239362,-0.293884,1.983708,0.870448
496.93,-2.855802,-1.180047,-0.817741,-2.18793,-0.29024,2.024089,0.853826
497.009,-2.769597,-1.198933,-0.846522,-2.134802,-0.286371,2.0629,0.836543
497.088,-2.681245,-1.216889,-0.874647,-2.080018,-0.28228,2.100111,0.818611
497.183,-2.572251,-1.237231,-0.907568,-2.012007,-0.277071,2.142699,0.796207
497.262,-2.479411,-1.253092,-0.934171,-1.953728,-0.272502,2.176287,0.776895
497.341,-2.384649,-1.26798,-0.960049,-1.893934,-0.267722,2.208187,0.756981
497.42,-2.288037,-1.281885,-0.985183,-1.832671,-0.262734,2.238374,0.73648
497.499,-2.189651,-1.294796,-1.009553,-1.769987,-0.257542,2.266826,0.715408
497.578,-2.089567,-1.306703,-1.03314,-1.705931,-0.252151,2.293519,0.693781
497.658,-1.986565,-1.317727,-1.056209,-1.639715,-0.246492,2.318738,0.671332
497.737,-1.883299,-1.327586,-1.078165,-1.573048,-0.240711,2.341831,0.64864
497.816,-1.778574,-1.336415,-1.099285,-1.50516,-0.234744,2.363109,0.625445
497.895,-1.672468,-1.344208,-1.119553,-1.436106,-0.228595,2.382554,0.601764
497.974,-1.565066,-1.350958,-1.138952,-1.365937,-0.222269,2.400152,0.577617
498.053,-1.45645,-1.35666,-1.157468,-1.294709,-0.21577,2.415888,0.553022
498.132,-1.346705,-1.36131,-1.175087,-1.222477,-0.209103,2.42975,0.527998
498.211,-1.235915,-1.364905,-1.191794,-1.149297,-0.202275,2.441728,0.502565
498.291,-1.122746,-1.367467,-1.207771,-1.074283,-0.1952,2.451928,0.476412
498.37,-1.010116,-1.368929,-1.222605,-0.999367,-0.188062,2.460087,0.450215
498.449,-0.896702,-1.369329,-1.236491,-0.923677,-0.180777,2.466338,0.423668
498.528,-0.782592,-1.368668,-1.249419,-0.84727,-0.173353,2.470677,0.396793
498.607,-0.667876,-1.366945,-1.261377,-0.770207,-0.165794,2.473099,0.36961
498.686,-0.552642,-1.364162,-1.272358,-0.692546,-0.158106,2.473604,0.34214
498.765,-0.436979,-1.360321,-1.282351,-0.614347,-0.150296,2.47219,0.314406
498.844,-0.320977,-1.355425,-1.29135,-0.535673,-0.142369,2.468859,0.286427
498.924,-0.203254,-1.349396,-1.299442,-0.455579,-0.13423,2.463534,0.257868
499.003,-0.086843,-1.34239,-1.30642,-0.376131,-0.126087,2.456354,0.229464
499.082,0.029635,-1.334342,-1.312383,-0.296391,-0.117846,2.447268,0.200883
499.161,0.14609,-1.325259,-1.31733,-0.216421,-0.109515,2.436285,0.172146
499.24,0.262432,-1.315149,-1.321254,-0.136284,-0.101098,2.423412,0.143275
499.319,0.378571,-1.304019,-1.324154,-0.05604,-0.092603,2.40866,0.114293
499.398,0.494416,-1.291877,-1.326027,0.024246,-0.084036,2.39204,0.085223
499.477,0.609877,-1.278734,-1.326872,0.104514,-0.075403,2.373565,0.056086
499.557,0.726318,-1.264413,-1.326678,0.185715,-0.066603,2.35298,0.026536
499.636,0.840736,-1.249285,-1.325452,0.265757,-0.05786,2.330816,-0.002665
499.715,0.954503,-1.233188,-1.323198,0.345592,-0.049072,2.306845,-0.031864
499.794,1.067529,-1.216135,-1.319917,0.42516,-0.040246,2.281084,-0.061038
499.873,1.179727,-1.198138,-1.315613,0.504397,-0.031389,2.253554,-0.090165
499.952,1.291011,-1.179213,-1.310289,0.583244,-0.022507,2.224277,-0.119222
500.031,1.401293,-1.159372,-1.303949,0.661638,-0.013608,2.193275,-0.148186
500.11,1.510489,-1.138633,-1.296597,0.739519,-0.004699,2.160572,-0.177036
500.19,1.619873,-1.116731,-1.288127,0.817801,0.004327,2.125747,-0.206111
500.269,1.726625,-1.094232,-1.278759,0.894466,0.013237,2.089699,-0.234661
500.348,1.832039,-1.070884,-1.268398,0.970438,0.022136,2.05203,-0.26303
500.427,1.936032,-1.046705,-1.257054,1.045658,0.031019,2.01277,-0.291195
500.506,2.038523,-1.021715,-1.244735,1.120066,0.039877,1.971949,-0.319133
500.585,2.139433,-0.995932,-1.23145,1.193606,0.048704,1.929598,-0.346825
500.664,2.238685,-0.969377,-1.217211,1.26622,0.057494,1.885751,-0.374247
500.743,2.3362,-0.94207,-1.202027,1.337852,0.066239,1.840442,-0.401379
500.823,2.433102,-0.913673,-1.185702,1.409334,0.075042,1.793105,-0.428537
500.902,2.526895,-0.884918,-1.168655,1.478822,0.083677,1.744959,-0.455022
500.981,2.618729,-0.855477,-1.150702,1.547163,0.092247,1.695461,-0.481153
501.06,2.708531,-0.825372,-1.131856,1.614305,0.100745,1.644648,-0.506912
501.139,2.796233,-0.794627,-1.112133,1.680194,0.109165,1.592559,-0.532277
501.234,2.89882,-0.756842,-1.087274,1.757698,0.119178,1.528289,-0.562231
501.313,2.981658,-0.724772,-1.065672,1.820652,0.127403,1.473535,-0.586662
501.392,3.062183,-0.69214,-1.043244,1.882193,0.13553,1.417638,-0.610637
501.471,3.140334,-0.658971,-1.020007,1.942275,0.143551,1.360642,-0.634139
501.55,3.21605,-0.625291,-0.995978,2.00085,0.151461,1.30259,-0.657149
501.629,3.289271,-0.591126,-0.971178,2.057874,0.159253,1.243528,-0.67965
501.709,3.36082,-0.556062,-0.945295,2.113993,0.167018,1.182737,-0.701898
501.788,3.428851,-0.521002,-0.918999,2.167761,0.174556,1.121781,-0.72332
501.867,3.494223,-0.485538,-0.89199,2.219848,0.181959,1.059956,-0.744182
501.946,3.556886,-0.449697,-0.864289,2.270213,0.18922,0.997309,-0.764466
502.025,3.61679,-0.413508,-0.835918,2.318817,0.196335,0.933888,-0.784157
502.104,3.673889,-0.376997,-0.806898,2.365624,0.203297,0.869744,-0.803241
502.183,3.728139,-0.340195,-0.777253,2.410595,0.210102,0.804924,-0.821701
502.262,3.779498,-0.303129,-0.747005,2.453698,0.216743,0.739481,-0.839524
502.342,3.828519,-0.265354,-0.715784,2.495406,0.223298,0.672624,-0.856909
502.421,3.87394,-0.227844,-0.684395,2.534646,0.229596,0.606079,-0.873408
502.5,3.916357,-0.190157,-0.652474,2.57192,0.235716,0.539063,-0.88923
502.579,3.955737,-0.152323,-0.620048,2.6072,0.241654,0.471629,-0.904362
502.658,3.992049,-0.114371,-0.587141,2.640458,0.247404,0.40383,-0.918793
502.737,4.025265,-0.07633,-0.553778,2.671668,0.252962,0.335717,-0.932512
502.816,4.055359,-0.03823,-0.519986,2.700806,0.258324,0.267344,-0.945507
502.895,4.082308,-0.0001,-0.485791,2.727849,0.263486,0.198764,-0.957769
502.975,4.106372,0.038512,-0.450779,2.753079,0.268504,0.129159,-0.969429
503.054,4.126931,0.076612,-0.415853,2.775845,0.273251,0.060322,-0.980186
503.133,4.144289,0.114653,-0.380604,2.796458,0.277786,-0.008561,-0.990184
503.212,4.158433,0.152604,-0.34506,2.814903,0.282105,-0.077437,-0.999414
503.291,4.169352,0.190437,-0.309249,2.831164,0.286205,-0.146253,-1.007869
503.37,4.177038,0.228123,-0.273197,2.84523,0.290083,-0.214956,-1.015542
503.449,4.181485,0.265631,-0.236934,2.85709,0.293737,-0.283493,-1.022427
503.528,4.182688,0.302934,-0.200487,2.866733,0.297163,-0.351809,-1.02852
503.608,4.180601,0.340469,-0.163421,2.874233,0.300397,-0.420712,-1.033877
503.687,4.175278,0.377269,-0.12669,2.879397,0.303356,-0.488425,-1.03836
503.766,4.166716,0.413777,-0.089861,2.882327,0.30608,-0.55576,-1.042037
503.845,4.154924,0.449964,-0.052962,2.883022,0.308567,-0.622664,-1.044907
503.924,4.139909,0.485802,-0.016022,2.881481,0.310814,-0.689085,-1.046966
504.003,4.121683,0.521263,0.02093,2.877705,0.31282,-0.754971,-1.048214
504.082,4.100261,0.55632,0.057866,2.871698,0.314584,-0.820272,-1.048648
504.161,4.075659,0.590946,0.094758,2.863464,0.316104,-0.884937,-1.048269
504.241,4.047525,0.625543,0.132041,2.852862,0.317393,-0.94972,-1.047057
504.32,4.016583,0.659219,0.168755,2.840167,0.318418,-1.012953,-1.045043
504.399,3.982527,0.692384,0.205338,2.825268,0.319197,-1.075401,-1.042219
504.478,3.945382,0.725012,0.241763,2.808179,0.319728,-1.137014,-1.038586
504.557,3.905177,0.757077,0.277999,2.788912,0.320011,-1.197746,-1.034148
504.636,3.861944,0.788556,0.31402,2.767482,0.320045,-1.257548,-1.028907
504.715,3.815716,0.819423,0.349798,2.743906,0.319832,-1.316376,-1.022869
504.794,3.766529,0.849654,0.385304,2.718202,0.31937,-1.374183,-1.016038
504.874,3.713742,0.879597,0.420955,2.690025,0.318651,-1.431635,-1.008317
504.953,3.658717,0.908479,0.455832,2.6601,0.317691,-1.487252,-0.999906
505.032,3.600854,0.936656,0.490356,2.628112,0.316485,-1.541715,-0.990719
505.111,3.540199,0.964107,0.524499,2.594086,0.315034,-1.594983,-0.980764
505.19,3.476798,0.990811,0.558235,2.558049,0.313339,-1.647014,-0.970048
505.285,3.396991,1.021903,0.598229,2.512088,0.310978,-1.707888,-0.956167
505.364,3.32772,1.046887,0.630977,2.47172,0.308749,-1.757053,-0.943806
505.443,3.255868,1.07106,0.663237,2.429435,0.306281,-1.804856,-0.930713
505.522,3.181491,1.094402,0.694982,2.385266,0.303575,-1.851259,-0.916899
505.601,3.104646,1.116895,0.726188,2.339247,0.300634,-1.896227,-0.902373
505.68,3.025394,1.138522,0.756831,2.291415,0.29746,-1.939724,-0.887148
505.76,2.942748,1.159523,0.787264,2.241166,0.29401,-1.982238,-0.871029
505.839,2.858838,1.179356,0.816701,2.189795,0.290374,-2.022675,-0.854431
505.918,2.772712,1.198275,0.845506,2.136727,0.286513,-2.061542,-0.837171
505.997,2.684435,1.216265,0.873655,2.082002,0.28243,-2.098811,-0.819262
506.076,2.594076,1.233311,0.901126,2.025661,0.278128,-2.134452,-0.800717
506.155,2.501705,1.249401,0.927898,1.96775,0.273609,-2.168438,-0.781551
506.234,2.407394,1.264522,0.953951,1.908313,0.268879,-2.200742,-0.761779
506.313,2.311216,1.278662,0.979264,1.847396,0.263941,-2.231339,-0.741417
506.393,2.211995,1.291971,1.004124,1.784248,0.258731,-2.260561,-0.72021
506.472,2.112287,1.304105,1.027889,1.720497,0.253384,-2.287652,-0.698707
